nom_entrepot,date,temperature,humidite
Zone Tanger Med,2025-10-04 08:00:00,3.46,76.86
Zone Tanger Med,2025-10-04 09:00:00,3.62,82.65
Zone Tanger Med,2025-10-04 10:00:00,4.38,82.04
Zone Tanger Med,2025-10-04 11:00:00,3.24,86.83
Zone Tanger Med,2025-10-04 12:00:00,4.0,78.55
Zone Tanger Med,2025-10-04 13:00:00,3.99,82.93
Zone Tanger Med,2025-10-04 14:00:00,3.91,83.74
Zone Tanger Med,2025-10-04 15:00:00,3.99,82.86
Zone Tanger Med,2025-10-04 16:00:00,3.05,84.75
Zone Tanger Med,2025-10-04 17:00:00,3.61,80.42
Zone Tanger Med,2025-10-04 18:00:00,4.55,84.08
Zone Tanger Med,2025-10-04 19:00:00,3.46,83.4
Zone Tanger Med,2025-10-04 20:00:00,4.6,84.91
Zone Tanger Med,2025-10-04 21:00:00,3.37,80.72
Zone Tanger Med,2025-10-04 22:00:00,3.32,79.03
Zone Tanger Med,2025-10-04 23:00:00,3.55,80.43
Zone Tanger Med,2025-10-05 00:00:00,4.38,79.34
Zone Tanger Med,2025-10-05 01:00:00,3.71,80.59
Zone Tanger Med,2025-10-05 02:00:00,4.07,81.16
Zone Tanger Med,2025-10-05 03:00:00,3.96,79.72
Zone Tanger Med,2025-10-05 04:00:00,3.9,82.02
Zone Tanger Med,2025-10-05 05:00:00,4.44,79.05
Zone Tanger Med,2025-10-05 06:00:00,4.23,81.82
Zone Tanger Med,2025-10-05 07:00:00,3.47,80.76
Zone Tanger Med,2025-10-05 08:00:00,3.81,81.7
Zone Tanger Med,2025-10-05 09:00:00,4.62,82.98
Zone Tanger Med,2025-10-05 10:00:00,4.05,80.95
Zone Tanger Med,2025-10-05 11:00:00,3.32,80.06
Zone Tanger Med,2025-10-05 12:00:00,3.34,80.36
Zone Tanger Med,2025-10-05 13:00:00,4.27,84.56
Zone Tanger Med,2025-10-05 14:00:00,4.2,85.19
Zone Tanger Med,2025-10-05 15:00:00,3.55,80.71
Zone Tanger Med,2025-10-05 16:00:00,4.21,81.61
Zone Tanger Med,2025-10-05 17:00:00,4.55,77.74
Zone Tanger Med,2025-10-05 18:00:00,4.5,81.55
Zone Tanger Med,2025-10-05 19:00:00,4.55,78.37
Zone Tanger Med,2025-10-05 20:00:00,4.13,80.78
Zone Tanger Med,2025-10-05 21:00:00,3.84,84.69
Zone Tanger Med,2025-10-05 22:00:00,3.75,78.25
Zone Tanger Med,2025-10-05 23:00:00,3.9,79.74
Zone Tanger Med,2025-10-06 00:00:00,3.56,79.76
Zone Tanger Med,2025-10-06 01:00:00,3.76,77.83
Zone Tanger Med,2025-10-06 02:00:00,4.41,84.16
Zone Tanger Med,2025-10-06 03:00:00,3.26,82.69
Zone Tanger Med,2025-10-06 04:00:00,3.29,86.52
Zone Tanger Med,2025-10-06 05:00:00,4.23,79.51
Zone Tanger Med,2025-10-06 06:00:00,3.76,77.57
Zone Tanger Med,2025-10-06 07:00:00,3.13,84.35
Zone Tanger Med,2025-10-06 08:00:00,3.87,81.1
Zone Tanger Med,2025-10-06 09:00:00,3.82,80.83
Zone Tanger Med,2025-10-06 10:00:00,3.72,85.7
Zone Tanger Med,2025-10-06 11:00:00,4.17,82.42
Zone Tanger Med,2025-10-06 12:00:00,3.36,84.26
Zone Tanger Med,2025-10-06 13:00:00,3.9,80.44
Zone Tanger Med,2025-10-06 14:00:00,3.81,80.19
Zone Tanger Med,2025-10-06 15:00:00,3.91,81.09
Zone Tanger Med,2025-10-06 16:00:00,3.2,83.68
Zone Tanger Med,2025-10-06 17:00:00,3.68,82.13
Zone Tanger Med,2025-10-06 18:00:00,3.9,83.17
Zone Tanger Med,2025-10-06 19:00:00,4.1,75.49
Zone Tanger Med,2025-10-06 20:00:00,4.62,77.3
Zone Tanger Med,2025-10-06 21:00:00,4.21,76.62
Zone Tanger Med,2025-10-06 22:00:00,4.07,81.05
Zone Tanger Med,2025-10-06 23:00:00,4.39,78.51
Zone Tanger Med,2025-10-07 00:00:00,3.76,86.22
Zone Tanger Med,2025-10-07 01:00:00,4.5,81.95
Zone Tanger Med,2025-10-07 02:00:00,4.33,82.54
Zone Tanger Med,2025-10-07 03:00:00,3.7,79.28
Zone Tanger Med,2025-10-07 04:00:00,4.65,79.2
Zone Tanger Med,2025-10-07 05:00:00,4.05,85.88
Zone Tanger Med,2025-10-07 06:00:00,4.75,86.46
Zone Tanger Med,2025-10-07 07:00:00,4.0,83.04
Zone Tanger Med,2025-10-07 08:00:00,3.65,76.92
Zone Tanger Med,2025-10-07 09:00:00,3.56,80.94
Zone Tanger Med,2025-10-07 10:00:00,3.73,82.78
Zone Tanger Med,2025-10-07 11:00:00,3.64,81.43
Zone Tanger Med,2025-10-07 12:00:00,4.38,76.7
Zone Tanger Med,2025-10-07 13:00:00,3.86,86.62
Zone Tanger Med,2025-10-07 14:00:00,3.22,79.91
Zone Tanger Med,2025-10-07 15:00:00,3.95,78.65
Zone Tanger Med,2025-10-07 16:00:00,3.91,81.92
Zone Tanger Med,2025-10-07 17:00:00,3.68,84.96
Zone Tanger Med,2025-10-07 18:00:00,3.97,83.28
Zone Tanger Med,2025-10-07 19:00:00,3.84,78.71
Zone Tanger Med,2025-10-07 20:00:00,4.11,78.3
Zone Tanger Med,2025-10-07 21:00:00,4.09,76.52
Zone Tanger Med,2025-10-07 22:00:00,4.0,81.27
Zone Tanger Med,2025-10-07 23:00:00,3.34,80.82
Zone Tanger Med,2025-10-08 00:00:00,4.7,83.28
Zone Tanger Med,2025-10-08 01:00:00,3.23,80.29
Zone Tanger Med,2025-10-08 02:00:00,3.8,84.43
Zone Tanger Med,2025-10-08 03:00:00,3.42,83.64
Zone Tanger Med,2025-10-08 04:00:00,4.01,80.18
Zone Tanger Med,2025-10-08 05:00:00,3.91,82.98
Zone Tanger Med,2025-10-08 06:00:00,3.78,85.32
Zone Tanger Med,2025-10-08 07:00:00,4.46,79.6
Zone Tanger Med,2025-10-08 08:00:00,4.29,81.47
Zone Tanger Med,2025-10-08 09:00:00,3.72,81.42
Zone Tanger Med,2025-10-08 10:00:00,4.17,81.11
Zone Tanger Med,2025-10-08 11:00:00,4.47,84.0
Zone Tanger Med,2025-10-08 12:00:00,4.28,84.2
Zone Tanger Med,2025-10-08 13:00:00,3.79,83.02
Zone Tanger Med,2025-10-08 14:00:00,3.21,82.9
Zone Tanger Med,2025-10-08 15:00:00,3.97,80.59
Zone Tanger Med,2025-10-08 16:00:00,4.11,82.83
Zone Tanger Med,2025-10-08 17:00:00,3.53,78.79
Zone Tanger Med,2025-10-08 18:00:00,3.85,88.2
Zone Tanger Med,2025-10-08 19:00:00,3.8,85.38
Zone Tanger Med,2025-10-08 20:00:00,4.39,84.39
Zone Tanger Med,2025-10-08 21:00:00,4.58,83.02
Zone Tanger Med,2025-10-08 22:00:00,4.3,83.02
Zone Tanger Med,2025-10-08 23:00:00,3.8,77.77
Zone Tanger Med,2025-10-09 00:00:00,4.29,78.85
Zone Tanger Med,2025-10-09 01:00:00,4.09,79.17
Zone Tanger Med,2025-10-09 02:00:00,3.8,82.15
Zone Tanger Med,2025-10-09 03:00:00,4.66,81.3
Zone Tanger Med,2025-10-09 04:00:00,3.53,84.03
Zone Tanger Med,2025-10-09 05:00:00,4.07,79.59
Zone Tanger Med,2025-10-09 06:00:00,4.16,84.57
Zone Tanger Med,2025-10-09 07:00:00,3.71,79.95
Zone Tanger Med,2025-10-09 08:00:00,4.05,80.96
Zone Tanger Med,2025-10-09 09:00:00,4.2,84.24
Zone Tanger Med,2025-10-09 10:00:00,3.92,83.26
Zone Tanger Med,2025-10-09 11:00:00,4.01,78.87
Zone Tanger Med,2025-10-09 12:00:00,3.86,84.66
Zone Tanger Med,2025-10-09 13:00:00,4.14,82.22
Zone Tanger Med,2025-10-09 14:00:00,3.72,76.64
Zone Tanger Med,2025-10-09 15:00:00,3.69,79.89
Zone Tanger Med,2025-10-09 16:00:00,3.82,80.98
Zone Tanger Med,2025-10-09 17:00:00,4.29,79.08
Zone Tanger Med,2025-10-09 18:00:00,3.11,85.36
Zone Tanger Med,2025-10-09 19:00:00,3.45,81.06
Zone Tanger Med,2025-10-09 20:00:00,4.72,83.15
Zone Tanger Med,2025-10-09 21:00:00,3.92,82.52
Zone Tanger Med,2025-10-09 22:00:00,3.65,83.76
Zone Tanger Med,2025-10-09 23:00:00,4.12,86.18
Zone Tanger Med,2025-10-10 00:00:00,3.49,83.69
Zone Tanger Med,2025-10-10 01:00:00,2.96,86.36
Zone Tanger Med,2025-10-10 02:00:00,3.95,83.76
Zone Tanger Med,2025-10-10 03:00:00,3.51,82.33
Zone Tanger Med,2025-10-10 04:00:00,3.84,82.8
Zone Tanger Med,2025-10-10 05:00:00,3.93,75.44
Zone Tanger Med,2025-10-10 06:00:00,3.86,80.86
Zone Tanger Med,2025-10-10 07:00:00,3.11,81.64
Zone Tanger Med,2025-10-10 08:00:00,3.81,83.1
Zone Tanger Med,2025-10-10 09:00:00,3.97,81.94
Zone Tanger Med,2025-10-10 10:00:00,3.24,82.83
Zone Tanger Med,2025-10-10 11:00:00,3.19,78.69
Zone Tanger Med,2025-10-10 12:00:00,3.37,78.05
Zone Tanger Med,2025-10-10 13:00:00,4.09,79.04
Zone Tanger Med,2025-10-10 14:00:00,2.99,85.93
Zone Tanger Med,2025-10-10 15:00:00,4.12,78.83
Zone Tanger Med,2025-10-10 16:00:00,3.95,80.03
Zone Tanger Med,2025-10-10 17:00:00,3.68,82.26
Zone Tanger Med,2025-10-10 18:00:00,3.19,78.02
Zone Tanger Med,2025-10-10 19:00:00,3.47,79.82
Zone Tanger Med,2025-10-10 20:00:00,4.1,83.69
Zone Tanger Med,2025-10-10 21:00:00,4.29,80.9
Zone Tanger Med,2025-10-10 22:00:00,3.37,86.21
Zone Tanger Med,2025-10-10 23:00:00,4.24,77.75
Zone Tanger Med,2025-10-11 00:00:00,4.05,81.14
Zone Tanger Med,2025-10-11 01:00:00,3.78,80.91
Zone Tanger Med,2025-10-11 02:00:00,3.48,81.98
Zone Tanger Med,2025-10-11 03:00:00,3.54,78.93
Zone Tanger Med,2025-10-11 04:00:00,4.51,80.55
Zone Tanger Med,2025-10-11 05:00:00,3.85,83.97
Zone Tanger Med,2025-10-11 06:00:00,4.31,81.33
Zone Tanger Med,2025-10-11 07:00:00,3.87,79.33
Zone Tanger Med,2025-10-11 08:00:00,3.59,87.2
Zone Tanger Med,2025-10-11 09:00:00,4.0,82.12
Zone Tanger Med,2025-10-11 10:00:00,4.63,83.53
Zone Tanger Med,2025-10-11 11:00:00,3.51,83.91
Zone Tanger Med,2025-10-11 12:00:00,4.13,81.82
Zone Tanger Med,2025-10-11 13:00:00,3.84,80.03
Zone Tanger Med,2025-10-11 14:00:00,3.19,82.5
Zone Tanger Med,2025-10-11 15:00:00,3.18,80.25
Zone Tanger Med,2025-10-11 16:00:00,3.58,82.93
Zone Tanger Med,2025-10-11 17:00:00,3.9,81.59
Zone Tanger Med,2025-10-11 18:00:00,4.11,84.57
Zone Tanger Med,2025-10-11 19:00:00,3.13,79.15
Zone Tanger Med,2025-10-11 20:00:00,4.02,83.8
Zone Tanger Med,2025-10-11 21:00:00,3.71,83.53
Zone Tanger Med,2025-10-11 22:00:00,3.76,81.4
Zone Tanger Med,2025-10-11 23:00:00,3.99,83.83
Zone Tanger Med,2025-10-12 00:00:00,4.45,83.05
Zone Tanger Med,2025-10-12 01:00:00,3.88,83.67
Zone Tanger Med,2025-10-12 02:00:00,3.21,83.51
Zone Tanger Med,2025-10-12 03:00:00,3.68,82.13
Zone Tanger Med,2025-10-12 04:00:00,4.09,80.51
Zone Tanger Med,2025-10-12 05:00:00,4.1,80.48
Zone Tanger Med,2025-10-12 06:00:00,4.02,81.46
Zone Tanger Med,2025-10-12 07:00:00,3.54,84.11
Zone Tanger Med,2025-10-12 08:00:00,3.2,83.58
Zone Tanger Med,2025-10-12 09:00:00,3.98,84.51
Zone Tanger Med,2025-10-12 10:00:00,3.26,84.77
Zone Tanger Med,2025-10-12 11:00:00,4.02,81.46
Zone Tanger Med,2025-10-12 12:00:00,4.02,86.91
Zone Tanger Med,2025-10-12 13:00:00,3.55,81.74
Zone Tanger Med,2025-10-12 14:00:00,3.7,80.77
Zone Tanger Med,2025-10-12 15:00:00,3.82,82.83
Zone Tanger Med,2025-10-12 16:00:00,3.49,83.21
Zone Tanger Med,2025-10-12 17:00:00,3.18,80.15
Zone Tanger Med,2025-10-12 18:00:00,3.72,81.6
Zone Tanger Med,2025-10-12 19:00:00,3.76,80.88
Zone Tanger Med,2025-10-12 20:00:00,4.28,82.35
Zone Tanger Med,2025-10-12 21:00:00,3.42,83.99
Zone Tanger Med,2025-10-12 22:00:00,4.16,81.34
Zone Tanger Med,2025-10-12 23:00:00,3.27,83.43
Zone Tanger Med,2025-10-13 00:00:00,3.19,78.53
Zone Tanger Med,2025-10-13 01:00:00,3.61,84.22
Zone Tanger Med,2025-10-13 02:00:00,3.35,80.87
Zone Tanger Med,2025-10-13 03:00:00,3.18,80.82
Zone Tanger Med,2025-10-13 04:00:00,4.5,83.0
Zone Tanger Med,2025-10-13 05:00:00,3.54,83.13
Zone Tanger Med,2025-10-13 06:00:00,4.65,81.72
Zone Tanger Med,2025-10-13 07:00:00,3.32,79.78
Zone Tanger Med,2025-10-13 08:00:00,3.04,80.8
Zone Tanger Med,2025-10-13 09:00:00,4.24,82.24
Zone Tanger Med,2025-10-13 10:00:00,3.43,83.22
Zone Tanger Med,2025-10-13 11:00:00,3.77,79.94
Zone Tanger Med,2025-10-13 12:00:00,3.17,80.4
Zone Tanger Med,2025-10-13 13:00:00,3.7,82.66
Zone Tanger Med,2025-10-13 14:00:00,3.17,81.79
Zone Tanger Med,2025-10-13 15:00:00,3.68,82.37
Zone Tanger Med,2025-10-13 16:00:00,3.52,75.46
Zone Tanger Med,2025-10-13 17:00:00,3.8,81.26
Zone Tanger Med,2025-10-13 18:00:00,3.96,84.13
Zone Tanger Med,2025-10-13 19:00:00,3.81,80.46
Zone Tanger Med,2025-10-13 20:00:00,3.89,83.22
Zone Tanger Med,2025-10-13 21:00:00,3.66,78.98
Zone Tanger Med,2025-10-13 22:00:00,3.53,78.09
Zone Tanger Med,2025-10-13 23:00:00,3.89,83.04
Zone Tanger Med,2025-10-14 00:00:00,3.66,81.86
Zone Tanger Med,2025-10-14 01:00:00,3.67,81.16
Zone Tanger Med,2025-10-14 02:00:00,3.86,84.12
Zone Tanger Med,2025-10-14 03:00:00,3.29,81.22
Zone Tanger Med,2025-10-14 04:00:00,4.27,80.42
Zone Tanger Med,2025-10-14 05:00:00,3.6,80.15
Zone Tanger Med,2025-10-14 06:00:00,3.75,79.62
Zone Tanger Med,2025-10-14 07:00:00,3.68,83.17
Zone Tanger Med,2025-10-14 08:00:00,3.96,81.22
Zone Tanger Med,2025-10-14 09:00:00,3.83,84.86
Zone Tanger Med,2025-10-14 10:00:00,3.67,74.62
Zone Tanger Med,2025-10-14 11:00:00,4.27,84.31
Zone Tanger Med,2025-10-14 12:00:00,2.41,82.9
Zone Tanger Med,2025-10-14 13:00:00,4.19,81.77
Zone Tanger Med,2025-10-14 14:00:00,4.06,78.77
Zone Tanger Med,2025-10-14 15:00:00,2.95,77.85
Zone Tanger Med,2025-10-14 16:00:00,4.06,83.88
Zone Tanger Med,2025-10-14 17:00:00,4.11,82.61
Zone Tanger Med,2025-10-14 18:00:00,3.91,82.56
Zone Tanger Med,2025-10-14 19:00:00,3.06,81.74
Zone Tanger Med,2025-10-14 20:00:00,3.96,84.12
Zone Tanger Med,2025-10-14 21:00:00,4.08,80.54
Zone Tanger Med,2025-10-14 22:00:00,3.45,81.16
Zone Tanger Med,2025-10-14 23:00:00,3.86,81.56
Zone Tanger Med,2025-10-15 00:00:00,3.54,81.47
Zone Tanger Med,2025-10-15 01:00:00,4.03,85.34
Zone Tanger Med,2025-10-15 02:00:00,3.55,78.86
Zone Tanger Med,2025-10-15 03:00:00,3.44,77.11
Zone Tanger Med,2025-10-15 04:00:00,3.66,78.36
Zone Tanger Med,2025-10-15 05:00:00,3.14,83.71
Zone Tanger Med,2025-10-15 06:00:00,3.62,81.75
Zone Tanger Med,2025-10-15 07:00:00,3.82,78.0
Zone Tanger Med,2025-10-15 08:00:00,4.02,82.25
Zone Tanger Med,2025-10-15 09:00:00,3.77,81.19
Zone Tanger Med,2025-10-15 10:00:00,3.09,83.4
Zone Tanger Med,2025-10-15 11:00:00,4.21,83.99
Zone Tanger Med,2025-10-15 12:00:00,4.24,88.3
Zone Tanger Med,2025-10-15 13:00:00,3.71,79.04
Zone Tanger Med,2025-10-15 14:00:00,3.36,77.34
Zone Tanger Med,2025-10-15 15:00:00,3.45,83.47
Zone Tanger Med,2025-10-15 16:00:00,3.58,84.47
Zone Tanger Med,2025-10-15 17:00:00,3.77,78.81
Zone Tanger Med,2025-10-15 18:00:00,3.54,78.81
Zone Tanger Med,2025-10-15 19:00:00,3.31,82.86
Zone Tanger Med,2025-10-15 20:00:00,4.07,86.29
Zone Tanger Med,2025-10-15 21:00:00,3.76,79.81
Zone Tanger Med,2025-10-15 22:00:00,3.23,82.22
Zone Tanger Med,2025-10-15 23:00:00,3.77,77.25
Zone Tanger Med,2025-10-16 00:00:00,3.72,81.5
Zone Tanger Med,2025-10-16 01:00:00,3.36,81.72
Zone Tanger Med,2025-10-16 02:00:00,4.13,85.67
Zone Tanger Med,2025-10-16 03:00:00,3.7,80.23
Zone Tanger Med,2025-10-16 04:00:00,3.56,83.72
Zone Tanger Med,2025-10-16 05:00:00,3.61,80.07
Zone Tanger Med,2025-10-16 06:00:00,3.82,82.23
Zone Tanger Med,2025-10-16 07:00:00,3.62,87.19
Zone Tanger Med,2025-10-16 08:00:00,3.61,86.48
Zone Tanger Med,2025-10-16 09:00:00,4.07,86.9
Zone Tanger Med,2025-10-16 10:00:00,3.07,82.99
Zone Tanger Med,2025-10-16 11:00:00,3.14,81.47
Zone Tanger Med,2025-10-16 12:00:00,3.95,82.71
Zone Tanger Med,2025-10-16 13:00:00,4.61,83.17
Zone Tanger Med,2025-10-16 14:00:00,3.99,82.97
Zone Tanger Med,2025-10-16 15:00:00,4.38,80.22
Zone Tanger Med,2025-10-16 16:00:00,3.46,80.12
Zone Tanger Med,2025-10-16 17:00:00,3.38,80.51
Zone Tanger Med,2025-10-16 18:00:00,3.82,84.68
Zone Tanger Med,2025-10-16 19:00:00,4.01,84.95
Zone Tanger Med,2025-10-16 20:00:00,3.11,89.96
Zone Tanger Med,2025-10-16 21:00:00,3.55,83.06
Zone Tanger Med,2025-10-16 22:00:00,3.62,80.03
Zone Tanger Med,2025-10-16 23:00:00,3.36,80.8
Zone Tanger Med,2025-10-17 00:00:00,3.4,81.61
Zone Tanger Med,2025-10-17 01:00:00,3.96,85.77
Zone Tanger Med,2025-10-17 02:00:00,3.81,83.83
Zone Tanger Med,2025-10-17 03:00:00,3.94,78.63
Zone Tanger Med,2025-10-17 04:00:00,3.76,81.86
Zone Tanger Med,2025-10-17 05:00:00,3.27,78.32
Zone Tanger Med,2025-10-17 06:00:00,3.79,83.48
Zone Tanger Med,2025-10-17 07:00:00,3.24,80.23
Zone Tanger Med,2025-10-17 08:00:00,3.49,80.47
Zone Tanger Med,2025-10-17 09:00:00,3.2,77.3
Zone Tanger Med,2025-10-17 10:00:00,3.37,83.89
Zone Tanger Med,2025-10-17 11:00:00,3.65,85.02
Zone Tanger Med,2025-10-17 12:00:00,3.43,80.27
Zone Tanger Med,2025-10-17 13:00:00,3.26,81.59
Zone Tanger Med,2025-10-17 14:00:00,4.07,80.8
Zone Tanger Med,2025-10-17 15:00:00,3.56,81.45
Zone Tanger Med,2025-10-17 16:00:00,3.4,79.95
Zone Tanger Med,2025-10-17 17:00:00,3.18,79.25
Zone Tanger Med,2025-10-17 18:00:00,2.86,85.42
Zone Tanger Med,2025-10-17 19:00:00,3.52,75.4
Zone Tanger Med,2025-10-17 20:00:00,3.05,83.26
Zone Tanger Med,2025-10-17 21:00:00,3.89,82.71
Zone Tanger Med,2025-10-17 22:00:00,3.62,86.13
Zone Tanger Med,2025-10-17 23:00:00,4.23,81.41
Zone Tanger Med,2025-10-18 00:00:00,3.69,81.07
Zone Tanger Med,2025-10-18 01:00:00,3.31,79.98
Zone Tanger Med,2025-10-18 02:00:00,2.85,82.89
Zone Tanger Med,2025-10-18 03:00:00,3.92,80.23
Zone Tanger Med,2025-10-18 04:00:00,3.08,79.18
Zone Tanger Med,2025-10-18 05:00:00,3.43,80.16
Zone Tanger Med,2025-10-18 06:00:00,4.26,79.63
Zone Tanger Med,2025-10-18 07:00:00,3.84,79.49
Zone Tanger Med,2025-10-18 08:00:00,3.75,82.21
Zone Tanger Med,2025-10-18 09:00:00,3.97,81.51
Zone Tanger Med,2025-10-18 10:00:00,3.95,83.37
Zone Tanger Med,2025-10-18 11:00:00,4.22,82.37
Zone Tanger Med,2025-10-18 12:00:00,3.35,78.99
Zone Tanger Med,2025-10-18 13:00:00,3.44,76.69
Zone Tanger Med,2025-10-18 14:00:00,3.22,79.36
Zone Tanger Med,2025-10-18 15:00:00,3.57,83.91
Zone Tanger Med,2025-10-18 16:00:00,3.53,83.85
Zone Tanger Med,2025-10-18 17:00:00,2.88,84.46
Zone Tanger Med,2025-10-18 18:00:00,3.32,84.09
Zone Tanger Med,2025-10-18 19:00:00,4.16,84.72
Zone Tanger Med,2025-10-18 20:00:00,3.68,83.02
Zone Tanger Med,2025-10-18 21:00:00,3.87,86.51
Zone Tanger Med,2025-10-18 22:00:00,3.53,82.73
Zone Tanger Med,2025-10-18 23:00:00,2.82,87.0
Zone Tanger Med,2025-10-19 00:00:00,3.52,80.43
Zone Tanger Med,2025-10-19 01:00:00,3.99,80.37
Zone Tanger Med,2025-10-19 02:00:00,3.1,81.52
Zone Tanger Med,2025-10-19 03:00:00,3.87,81.91
Zone Tanger Med,2025-10-19 04:00:00,2.89,81.2
Zone Tanger Med,2025-10-19 05:00:00,3.58,83.35
Zone Tanger Med,2025-10-19 06:00:00,3.79,81.74
Zone Tanger Med,2025-10-19 07:00:00,3.44,80.48
Zone Tanger Med,2025-10-19 08:00:00,4.56,81.01
Zone Tanger Med,2025-10-19 09:00:00,3.37,85.04
Zone Tanger Med,2025-10-19 10:00:00,3.33,82.79
Zone Tanger Med,2025-10-19 11:00:00,3.65,77.81
Zone Tanger Med,2025-10-19 12:00:00,3.26,85.78
Zone Tanger Med,2025-10-19 13:00:00,2.99,83.08
Zone Tanger Med,2025-10-19 14:00:00,3.12,83.6
Zone Tanger Med,2025-10-19 15:00:00,3.86,84.32
Zone Tanger Med,2025-10-19 16:00:00,3.44,84.45
Zone Tanger Med,2025-10-19 17:00:00,4.24,79.7
Zone Tanger Med,2025-10-19 18:00:00,3.38,79.32
Zone Tanger Med,2025-10-19 19:00:00,3.84,87.99
Zone Tanger Med,2025-10-19 20:00:00,3.76,80.25
Zone Tanger Med,2025-10-19 21:00:00,3.37,82.95
Zone Tanger Med,2025-10-19 22:00:00,3.2,86.08
Zone Tanger Med,2025-10-19 23:00:00,2.86,80.89
Zone Tanger Med,2025-10-20 00:00:00,3.77,81.1
Zone Tanger Med,2025-10-20 01:00:00,4.03,84.32
Zone Tanger Med,2025-10-20 02:00:00,2.91,82.53
Zone Tanger Med,2025-10-20 03:00:00,3.4,83.24
Zone Tanger Med,2025-10-20 04:00:00,3.28,81.8
Zone Tanger Med,2025-10-20 05:00:00,3.77,80.68
Zone Tanger Med,2025-10-20 06:00:00,3.41,81.17
Zone Tanger Med,2025-10-20 07:00:00,4.07,84.98
Zone Tanger Med,2025-10-20 08:00:00,3.39,81.26
Zone Tanger Med,2025-10-20 09:00:00,3.05,83.07
Zone Tanger Med,2025-10-20 10:00:00,3.35,79.58
Zone Tanger Med,2025-10-20 11:00:00,3.39,87.1
Zone Tanger Med,2025-10-20 12:00:00,3.75,82.8
Zone Tanger Med,2025-10-20 13:00:00,3.39,82.85
Zone Tanger Med,2025-10-20 14:00:00,3.71,84.32
Zone Tanger Med,2025-10-20 15:00:00,3.22,80.8
Zone Tanger Med,2025-10-20 16:00:00,3.41,84.98
Zone Tanger Med,2025-10-20 17:00:00,3.22,78.21
Zone Tanger Med,2025-10-20 18:00:00,3.19,80.46
Zone Tanger Med,2025-10-20 19:00:00,4.04,80.0
Zone Tanger Med,2025-10-20 20:00:00,3.24,77.3
Zone Tanger Med,2025-10-20 21:00:00,3.39,80.68
Zone Tanger Med,2025-10-20 22:00:00,3.94,81.87
Zone Tanger Med,2025-10-20 23:00:00,3.83,79.28
Zone Tanger Med,2025-10-21 00:00:00,4.18,78.91
Zone Tanger Med,2025-10-21 01:00:00,3.72,82.1
Zone Tanger Med,2025-10-21 02:00:00,3.28,81.8
Zone Tanger Med,2025-10-21 03:00:00,4.34,81.34
Zone Tanger Med,2025-10-21 04:00:00,3.75,78.83
Zone Tanger Med,2025-10-21 05:00:00,3.46,81.01
Zone Tanger Med,2025-10-21 06:00:00,3.54,80.33
Zone Tanger Med,2025-10-21 07:00:00,3.59,82.21
Zone Tanger Med,2025-10-21 08:00:00,3.42,80.6
Zone Tanger Med,2025-10-21 09:00:00,2.96,81.9
Zone Tanger Med,2025-10-21 10:00:00,4.16,78.72
Zone Tanger Med,2025-10-21 11:00:00,3.5,78.51
Zone Tanger Med,2025-10-21 12:00:00,3.58,83.39
Zone Tanger Med,2025-10-21 13:00:00,4.34,83.91
Zone Tanger Med,2025-10-21 14:00:00,3.24,81.02
Zone Tanger Med,2025-10-21 15:00:00,3.77,82.07
Zone Tanger Med,2025-10-21 16:00:00,3.19,80.88
Zone Tanger Med,2025-10-21 17:00:00,3.63,84.74
Zone Tanger Med,2025-10-21 18:00:00,3.59,81.49
Zone Tanger Med,2025-10-21 19:00:00,3.82,80.75
Zone Tanger Med,2025-10-21 20:00:00,3.99,84.42
Zone Tanger Med,2025-10-21 21:00:00,3.27,80.06
Zone Tanger Med,2025-10-21 22:00:00,4.07,82.39
Zone Tanger Med,2025-10-21 23:00:00,4.09,79.38
Zone Tanger Med,2025-10-22 00:00:00,3.4,83.66
Zone Tanger Med,2025-10-22 01:00:00,3.49,84.04
Zone Tanger Med,2025-10-22 02:00:00,3.3,78.78
Zone Tanger Med,2025-10-22 03:00:00,3.37,78.39
Zone Tanger Med,2025-10-22 04:00:00,3.01,82.72
Zone Tanger Med,2025-10-22 05:00:00,3.8,86.85
Zone Tanger Med,2025-10-22 06:00:00,2.67,84.21
Zone Tanger Med,2025-10-22 07:00:00,3.21,81.47
Zone Tanger Med,2025-10-22 08:00:00,3.47,79.86
Zone Tanger Med,2025-10-22 09:00:00,4.01,78.96
Zone Tanger Med,2025-10-22 10:00:00,3.27,83.79
Zone Tanger Med,2025-10-22 11:00:00,3.66,84.31
Zone Tanger Med,2025-10-22 12:00:00,3.45,80.42
Zone Tanger Med,2025-10-22 13:00:00,3.86,81.38
Zone Tanger Med,2025-10-22 14:00:00,3.63,82.12
Zone Tanger Med,2025-10-22 15:00:00,3.81,86.53
Zone Tanger Med,2025-10-22 16:00:00,3.26,82.16
Zone Tanger Med,2025-10-22 17:00:00,3.07,79.55
Zone Tanger Med,2025-10-22 18:00:00,3.63,79.11
Zone Tanger Med,2025-10-22 19:00:00,3.28,79.72
Zone Tanger Med,2025-10-22 20:00:00,3.49,85.16
Zone Tanger Med,2025-10-22 21:00:00,3.6,83.28
Zone Tanger Med,2025-10-22 22:00:00,3.97,81.14
Zone Tanger Med,2025-10-22 23:00:00,3.79,74.69
Zone Tanger Med,2025-10-23 00:00:00,3.2,79.87
Zone Tanger Med,2025-10-23 01:00:00,3.01,82.86
Zone Tanger Med,2025-10-23 02:00:00,4.15,82.88
